posLat,posLon,time,map_via,map_bairro,map_quadra,map_Cat_via,map_Sit_pav,map_Sit_urb,map_Cal_Pass,map_Ilu_Pub,map_Arb,map_Esgo_Sani,ident_Sex_ide,ident_Natura,ident_Fax_Eta,ident_Et_Raça,ident_Est_Civ,ident_Est_Esc,ident_Def_Perm,ident_Res,ident_Ani_Est,ident_Pos_Imo,ident_Atv_trab,ident_Cid_Trab,ident_Rend_Ind,inf_Not_Cid,inf_Loc_Trav,inf_Pri_Bair,inf_Cuid_Saud,inf_Loc_Laz,inf_Res_Dom,inf_Dei_Res,inf_Fre_Res,inf_Fre_Var,inf_Ben_Arb,inf_Ori_Agu,inf_Falt_Agu,inf_Mei_Tran,inf_Sat_Vid,inf_Sat_Gov,map_Sis_Dre
-17.561588,-50.6367589,2022-11-26 09:22:49.397847,avenida do comércio ,setor central,11,"local, 30km/h",Asfaltada,Placa Trânsito,Calçamento Baixo Conforto,Sim,Não,Sem Sistema,Masculino,Município de outro Estado,18 a 29,Parda,Solteiro(a),Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Cachorro,Alugada,Estudante,Santo Antônio da Barra,Auxílio/Seguro/Benefício governo,Redes Sociais,Academia|Escola|Quadra de Esporte|Outros,emprego|Escola/Cursos|Hospital|Ônibus|Segurança,Academia|Bebe água|Caminha/Corre|Dorme,Cómercio|Lago/Rio|Parque/Praça,Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Embeleza a cidade|Sombra,Torneira/Rede pública,Nunca falta,Ônibus municipal,5 - muito satisfeito,4 - satisfeito,Necessidade de Poda
-17.5592242,-50.6342689,2022-11-26 14:24:56.020685,gercino d'avilla leao,central,18,"local, 30km/h",Asfaltada,Horizontal/Chão|logradouro/Rua,Calçamento,Sim,Não,Com Rede Pública,Masculino,Outro município de Goiás,40 a 49,Preta,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Pássaro,Alugada,Indústria/Usina,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Conversas Informais,Casa Família/Amigos,Segurança|Outros,Não Cuida,Parque/Praça|Quadra de Esportes,Não separa,Não pretende separar o resíduo.,1 ou 2x na semana,1 ou 2x na semana,Sem benefícios|Outro,Água mineral|Torneira/Rede pública,Nunca falta,Carro,5 - muito satisfeito,5 - muito satisfeito,Conforto Ambiental|Necessidade de Poda
-17.5592242,-50.6342689,2022-11-26 14:56:40.884574,gercino d'avilla leão ,boa vista,18,"local, 30km/h",Asfaltada,Horizontal/Chão|Placa Trânsito,Calçamento,Sim,Não|Necessidade de poda,Bueiro,Feminino,Município de outro Estado,50 a 59,Parda,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Cachorro,Própia,Comércio/Prestação de serviços/Construção Civil,Santo Antônio da Barra|Rio Verde,Auxílio/Seguro/Benefício governo,Rádio|Redes Sociais,Igreja/Culto,Saneamento|Outros,Alimentação balanceada|Exames/Remédio,Parque/Praça,Não separa,Não pretende separar o resíduo.,1 ou 2x na semana,3x na semana ou mais,Embeleza a cidade|Sombra,Torneira/Rede pública,Não sabe,Carro,4 - satisfeito,5 - muito satisfeito,Bueiro|Necessidade de Poda
-17.5592242,-50.6342689,2022-11-26 15:09:20.323696,av. gercino D'avilla leão ,boa vista,28 ,"local, 30km/h",Asfaltada,Horizontal/Chão|logradouro/Rua,Calçamento,Sim,Não,Com Rede Pública,Feminino,Outro município de Goiás,50 a 59,Preta,Casado(a)/União Estável,Analfabeto(a),Visão|Outras,Família,Cachorro,Alugada,Informal/Bico,Santo Antônio da Barra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Conversas Informais|Rádio|Redes Sociais|Whatsapp,Casa Família/Amigos|Feira/Comércio|Outros,Hospital|Segurança|Saneamento,Exames/Remédio,Outro,Não separa,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Outro,Torneira/Rede pública,Nunca falta,Bicicleta,5 - muito satisfeito,2 - insatisfeito,Bueiro
-17.5592242,-50.6342689,2022-11-26 15:24:30.076903,gersino  de avella leao ,central ,20,"local, 30km/h",Asfaltada,Ciclofaixa|Horizontal/Chão|logradouro/Rua,Calçamento,Sim,Não,Com Rede Pública,Masculino,Santo Antônio da Barra,40 a 49,Branca,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Cachorro,Própia,Indústria/Usina|Informal/Bico,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Conversas Informais|Redes Sociais,Bares/Restaurantes|Igreja/Culto,Arborização|Coleta de Lixo|emprego,Não Cuida,Outro,Não separa,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Qualidade de vida|Sombra,Torneira/Rede pública,Nunca falta,Carro,4 - satisfeito,4 - satisfeito,Bueiro
-17.5592242,-50.6342689,2022-11-26 14:40:45.467522,gercino d'avilla leao,central,18,"local, 30km/h",Concreto,Horizontal/Chão|logradouro/Rua,Calçamento,Não,Não,,Masculino,Outro município de Goiás,40 a 49,Parda,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Cachorro,Própia,Comércio/Prestação de serviços/Construção Civil|Indústria/Usina,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Conversas Informais,Bares/Restaurantes|Casa Família/Amigos,Outros,Exames/Remédio,Outro,Não separa,Não pretende separar o resíduo.,1 ou 2x na semana,1 ou 2x na semana,Ar puro/fresco,Cisterna|Torneira/Rede pública,3x na semana ou mais,Carro,2 - insatisfeito,3 - indiferente/não sabe,Conforto Ambiental|Necessidade de Poda
-17.5592242,-50.6342689,2022-11-26 15:18:42.746719,Gercino D. Avila Leão ,Boa Vista,-,"coletora, 40km/h",Asfaltada,logradouro/Rua|Placa Trânsito|Sinalização Tátil,Calçamento,Sim,Necessidade de poda|Raízes Expostas,Sem Sistema,Feminino,Santo Antônio da Barra,18 a 29,Parda,Viúvo(a),Científico/Médio,Visão,Parentes,Não,Alugada,Estudante,Rio Verde,Auxílio/Seguro/Benefício governo,Redes Sociais|Site da Prefeitura,Igreja/Culto,Segurança,Não Cuida,Academia pública,Não separa,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Sem benefícios,Torneira/Rede pública,Nunca falta,Carro,4 - satisfeito,3 - indiferente/não sabe,
-17.55991756,-50.63335794,2022-11-26 09:30:29.197039,Rua Cláudio P. Fraga,centro ,0800,"local, 30km/h",Asfalto Baixo Conforto,Placa Trânsito,Calçamento Baixo Conforto|Obstáculo|Sem Acessibilidade,Sim,Sim|Obstáculo|Necessidade de poda,Sem Sistema,Feminino,Outro município de Goiás,30 a 39,Parda,Solteiro(a),Científico/Médio,Audição,Família,Cachorro|Pássaro,Própia,Funcionário Público,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Whatsapp,Bares/Restaurantes,emprego,Bebe água,Pista de Caminhada,Não separa,Não pretende separar o resíduo.,Não sabe,Não sabe,Sem benefícios,Rio/Bica/Nascente,Nunca falta,Bicicleta,3 - indiferente/não sabe,2 - insatisfeito,Bueiro
-17.55925851,-50.63393558,2022-11-26 09:52:17.823789,Rua Claudio P. Fraga ,centro ,16,"local, 30km/h",Asfalto Baixo Conforto,Placa Trânsito,Calçamento Baixo Conforto|Sem Acessibilidade|Terra/Cascalho,Sim,Sim|Necessidade de poda|Raízes Expostas,Sem Sistema,Feminino,Outro município de Goiás,50 a 59,Branca,Solteiro(a),Primário/Fundamental I (1º ao 5º anos) Completo,Visão,Família,Gato,Própia,Aposentado,Outra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Carro de Som,,Coleta de Lixo|Cresche|Escola/Cursos,Bebe água,Outro,Não separa,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Sombra,Cisterna|Rio/Bica/Nascente,Nunca falta,A pé,5 - muito satisfeito,3 - indiferente/não sabe,
-17.55914783,-50.63399136,2022-11-26 10:02:22.180595,Rua Cláudio P. Fraga ,centro,16,"local, 30km/h",Asfalto Baixo Conforto,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim|Necessidade de poda|Raízes Expostas,Sem Sistema,Feminino,Outro município de Goiás,40 a 49,Branca,Casado(a)/União Estável,Científico/Médio,Não,Família,Cachorro,Emprestada,Funcionário Público,Santo Antônio da Barra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Whatsapp,Academia|Casa Família/Amigos|Feira/Comércio,Ação Social|Arborização|Coleta de Lixo,Academia|Bebe água,Parque/Praça,Não separa,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Qualidade de vida|Sombra,Cisterna|Rio/Bica/Nascente,Nunca falta,Bicicleta,4 - satisfeito,5 - muito satisfeito,
-17.55887131,-50.63432148,2022-11-26 10:11:13.171788,Rua Cláudio P. Fraga,centro,12,"local, 30km/h",Asfalto Baixo Conforto,Placa Trânsito,Calçamento Baixo Conforto|Obstáculo|Sem Acessibilidade,Sim,Sim|Canteiro Inadequado,Sem Sistema,Feminino,Santo Antônio da Barra,60 ou mais,Branca,Viúvo(a),Analfabeto(a),Não,Família,Não,Própia,Desempregado,Desempregado,"Menos de 1 salário mínimo (até R$ 1.212,00)",Conversas Informais,,Coleta de Lixo|Cresche|Escola/Cursos,Bebe água,Parque/Praça,Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Embeleza a cidade|Qualidade de vida|Sombra|Valoriza o imóvel,Torneira/Rede pública,1x no mês,Carro,3 - indiferente/não sabe,3 - indiferente/não sabe,
-17.5580458,-50.63494655,2022-11-26 10:23:29.861927,Rua Cláudio P. Fraga ,centro,42,"local, 30km/h",Asfalto Baixo Conforto,Placa Trânsito,Calçamento Baixo Conforto|Obstáculo|Sem Acessibilidade,Sim,Não,Sem Sistema,Feminino,Outro município de Goiás,30 a 39,Parda,Casado(a)/União Estável,Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Cachorro,Própia,Desempregado,Desempregado,"Menos de 1 salário mínimo (até R$ 1.212,00)",Carro de Som|Conversas Informais|Whatsapp,Casa Família/Amigos,Ação Social|Arborização|Coleta de Lixo|Cresche|Farmácia|Hospital|Ônibus|Posto de Saúde|Praça,Bebe água,Academia pública|Parque/Praça|Quadra de Esportes,Não separa,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Sem benefícios,Torneira/Rede pública,1x no mês,Bicicleta,5 - muito satisfeito,2 - insatisfeito,
-17.55711437,-50.63591733,2022-11-26 10:44:29.826289,rua Cláudio P. Fraga,centro,50,"local, 30km/h",Asfalto Baixo Conforto,Placa Trânsito,Calçamento Baixo Conforto|Obstáculo|Sem Acessibilidade,Sim,Sim|Obstáculo|Conforto Ambiental|Necessidade de poda|Raízes Expostas,Sem Sistema,Feminino,Outro município de Goiás,40 a 49,Indígena,Solteiro(a),Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Não,Alugada,Desempregado,Desempregado,"Menos de 1 salário mínimo (até R$ 1.212,00)",Carro de Som|Televisão|Whatsapp,Casa Família/Amigos,Arborização|Cresche|Escola/Cursos|Farmácia|Hospital|Iluminação|Praça|Reciclagem|Segurança|Saneamento,Não Cuida,Academia pública,Não separa,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Embeleza a cidade|Qualidade de vida|Sombra|Valoriza o imóvel,Torneira/Rede pública,Nunca falta,A pé,4 - satisfeito,4 - satisfeito,
-17.55761696,-50.63632044,2022-11-26 11:00:10.820473,Rua Geronimo Carlos Araújo ,centro,48,"local, 30km/h",Asfaltada,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim|Obstáculo|Necessidade de poda,Sem Sistema,Masculino,Outro município de Goiás,30 a 39,Parda,Solteiro(a),Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Amigos,Cachorro,Emprestada,Comércio/Prestação de serviços/Construção Civil,Outra,Não tem,Conversas Informais|Whatsapp,Casa Família/Amigos,Ação Social|Arborização|emprego|Hospital|Ônibus|Segurança|Saneamento,Alimentação balanceada,Lago/Rio,Não separa,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Sem benefícios,Torneira/Rede pública,Nunca falta,Transporte empresa,1 - muito insatisfeito,1 - muito insatisfeito,
-17.55958878,-50.63495024,2022-11-26 13:59:52.154061,Rua Geronimo Carlos de Araújo ,centro ,275,"local, 30km/h",Asfaltada,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim|Obstáculo|Conforto Ambiental|Necessidade de poda|Raízes Expostas,Sem Sistema,Feminino,Outro município de Goiás,60 ou mais,Branca,Solteiro(a),Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Não,Alugada,Desempregado,Desempregado,"Menos de 1 salário mínimo (até R$ 1.212,00)",Rádio,Igreja/Culto,Ação Social|Arborização|Coleta de Lixo|Cresche|emprego|Faculdade|Iluminação|Outros,Não Cuida,Ciclofaixas,Não separa,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Preservação|Qualidade de vida|Sombra|Valoriza o imóvel,Torneira/Rede pública,Nunca falta,Carro,3 - indiferente/não sabe,3 - indiferente/não sabe,
-17.56044745,-50.63447165,2022-11-26 14:08:22.133765,Geronimo Carlos de ar6,centro ,10,"local, 30km/h",Asfaltada,Faixa de Pedestre|Placa Trânsito,Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Masculino,Outro município de Goiás,30 a 39,Parda,Casado(a)/União Estável,Científico/Médio,Não,Família,Cachorro,Alugada,Indústria/Usina,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Conversas Informais,Casa Família/Amigos|Feira/Comércio|Outros,Ação Social|Arborização|Cresche|Ônibus,Bebe água|Exames/Remédio|Outro,Academia pública|Cómercio|Lago/Rio|Parque/Praça|Pista de Caminhada,Não separa,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Embeleza a cidade|Qualidade de vida|Sombra|Valoriza o imóvel,Torneira/Rede pública,Nunca falta,Carro,4 - satisfeito,3 - indiferente/não sabe,
-17.56052113,-50.63441637,2022-11-26 14:12:28.142932,Geronimo Carlos de Araújo ,centro ,09,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento Baixo Conforto,Sim,Sim,,Masculino,Município de outro Estado,18 a 29,Parda,Solteiro(a),Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Cachorro,Alugada,Funcionário Público,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Redes Sociais,Bares/Restaurantes|Lago/Rio|Outros,emprego|Segurança|Saneamento,Exames/Remédio,Cómercio|Parque/Praça|Outro,Não separa,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco,Torneira/Rede pública,Não sabe,Carro|Motocicleta,4 - satisfeito,5 - muito satisfeito,
-17.56067592,-50.63439748,2022-11-26 14:15:28.130799,Geronimo Carlos de Araújo ,centro,12,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento Baixo Conforto,Sim,Sim,Sem Sistema,Feminino,Município de outro Estado,60 ou mais,Parda,Solteiro(a),Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Não,Ocupação,Aposentado,Desempregado,Auxílio/Seguro/Benefício governo,Rádio,Casa Família/Amigos|Praças/Parques|Outros,Segurança|Saneamento|Outros,Exames/Remédio,Cómercio|Quadra de Esportes|Outro,Não separa,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Sombra,Torneira/Rede pública,Nunca falta,A pé,2 - insatisfeito,1 - muito insatisfeito,
-17.55968561,-50.63635949,2022-11-26 14:38:40.131326,Geronimo Carlos de Araújo ,centro,275,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento Baixo Conforto|Obstáculo|Sem Acessibilidade,Sim,Sim|Obstáculo|Conforto Ambiental|Raízes Expostas,Sem Sistema,Feminino,Outro município de Goiás,40 a 49,Parda,Casado(a)/União Estável,Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Cachorro,Alugada,Funcionário Público,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Conversas Informais|Rádio|Whatsapp,Casa Família/Amigos|Outros,Arborização|Coleta de Lixo|Segurança,Bebe água|Exames/Remédio,Parque/Praça|Pista de Caminhada|Outro,Não separa,Não pretende separar o resíduo.,,3x na semana ou mais,Ar puro/fresco|Qualidade de vida|Sombra|Valoriza o imóvel,Torneira/Rede pública,Nunca falta,A pé|Carro|Motocicleta,3 - indiferente/não sabe,3 - indiferente/não sabe,
-17.55966092,-50.63642207,2022-11-26 14:43:05.138234,Geronimo Carlos de Araújo ,centro,10,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento|Sem Acessibilidade,Sim,Sim|Obstáculo,Sem Sistema,Masculino,Outro município de Goiás,30 a 39,Parda,Casado(a)/União Estável,Científico/Médio,Não,Família,Cachorro,Alugada,Funcionário Público,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Rádio|Whatsapp,Casa Família/Amigos|Praças/Parques|Outros,Arborização|Segurança|Saneamento,Bebe água,Parque/Praça|Outro,Não separa,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Qualidade de vida|Sombra|Valoriza o imóvel,Torneira/Rede pública,Nunca falta,Carro|Motocicleta,4 - satisfeito,5 - muito satisfeito,
-17.56044135,-50.63287647,2022-11-26 09:18:17.187426,Cláudio P. Fraga ,centro ,0800,"local, 30km/h",Asfalto Baixo Conforto,Placa Trânsito,Calçamento Baixo Conforto|Obstáculo|Sem Acessibilidade,Sim,Sim|Obstáculo|Necessidade de poda,Sem Sistema,Feminino,Santo Antônio da Barra,60 ou mais,Branca,Casado(a)/União Estável,Científico/Médio,Não,Família,Não,Própia,Desempregado,Desempregado,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Conversas Informais,Bares/Restaurantes,Coleta de Lixo|Cresche|Escola/Cursos,Não Cuida,Cómercio|Parque/Praça,Não separa,Não pretende separar o resíduo.,1 ou 2x na semana,3x na semana ou mais,Sem benefícios,Poço Artesiano,Nunca falta,A pé,5 - muito satisfeito,4 - satisfeito,Bueiro
-17.55713409,-50.63577684,2022-11-26 10:33:20.179137,Rua Cláudio P. Fraga,Centro ,550,"local, 30km/h",Asfalto Baixo Conforto,Faixa de Pedestre|Placa Trânsito,Calçamento|Obstáculo|Rampa Acessibilidade,Sim,Sim|Conforto Ambiental|Necessidade de poda,Sem Sistema,Masculino,Santo Antônio da Barra,60 ou mais,Parda,Casado(a)/União Estável,Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Cachorro,Emprestada,Aposentado,Outra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Conversas Informais,Casa Família/Amigos|Escola,Ação Social|Arborização|Coleta de Lixo|Cresche|Escola/Cursos|Farmácia|Habitação|Iluminação|Posto de Saúde|Praça|Segurança,Alimentação balanceada|Bebe água|Caminha/Corre,Biblioteca|Parque/Praça,Não separa,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Embeleza a cidade|Preservação|Qualidade de vida|Sombra|Valoriza o imóvel,Poço Artesiano,Nunca falta,Bicicleta,2 - insatisfeito,2 - insatisfeito,
-17.5601532,-50.6321161,2022-11-26 09:20:43.079194,Rua da Serrinha,Centro,08,"coletora, 40km/h",Asfalto Baixo Conforto,Horizontal/Chão,Calçamento Baixo Conforto|Obstáculo|Sem Acessibilidade,Sim,Não,Com Rede Pública,Feminino,Outro município de Goiás,30 a 39,Parda,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Não,Própia,Desempregado,Desempregado,Auxílio/Seguro/Benefício governo,Carro de Som,Casa Família/Amigos,Cultura/Eventos|emprego|Escola/Cursos|Ônibus|Pavimentação|Posto de Saúde|Praça,Dorme|Exames/Remédio,Outro,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,1x no mês,Sombra,Torneira/Rede pública,Nunca falta,Carro,5 - muito satisfeito,3 - indiferente/não sabe,
-17.5598209,-50.6322247,2022-11-26 09:35:45.324655,Rua da Serrinha ,Centro,08,"coletora, 40km/h",Asfalto Baixo Conforto,Horizontal/Chão,Calçamento Baixo Conforto,Sim,Não,Sem Sistema,Masculino,Município de outro Estado,60 ou mais,Preta,Solteiro(a),Primário/Fundamental I (1º ao 5º anos) Completo,Visão,Sozinho(a),Não,Alugada,Desempregado,Desempregado,Não tem,Carro de Som|Conversas Informais,Igreja/Culto,emprego,Não Cuida,Academia pública,Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Qualidade de vida,Torneira/Rede pública,Nunca falta,Transporte empresa,5 - muito satisfeito,3 - indiferente/não sabe,
-17.5596327,-50.6326465,2022-11-26 09:47:35.912355,Rua da Serrinha ,Centro,08,"coletora, 40km/h",Asfalto Baixo Conforto,Horizontal/Chão,Calçamento Baixo Conforto|Obstáculo|Sem Acessibilidade,Sim,Não,Sem Sistema,Feminino,Município de outro Estado,60 ou mais,Branca,Viúvo(a),Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Cachorro,Própia,Aposentado,Outra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Carro de Som|Rádio,Bares/Restaurantes|Feira/Comércio,Cresche|emprego|Escola/Cursos,Exames/Remédio,Academia pública|Cómercio|Pista de Caminhada,Separa seco e orgânico|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco,Torneira/Rede pública,Nunca falta,Transporte empresa,5 - muito satisfeito,5 - muito satisfeito,
-17.5587351,-50.632864,2022-11-26 10:07:15.908764,Rua do Óleo ,Centro,15,"coletora, 40km/h",Asfaltada,Horizontal/Chão|Placa Trânsito,Calçamento Baixo Conforto|Sem Acessibilidade,Sim,Sim|Canteiro Adequado|Conforto Ambiental,Sem Sistema,Masculino,Município de outro Estado,50 a 59,Parda,Solteiro(a),Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Cachorro,Própia,Agricultura/Pecuária,Rio Verde,"De 3 até 5 (R$2.424,00 até 6.060,00)",Carro de Som|Rádio,Feira/Comércio,emprego|Escola/Cursos|Posto de Saúde,Exames/Remédio,Parque/Praça,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Embeleza a cidade,Torneira/Rede pública,Falta na estação seca,A pé|Carona/Uber/Táxi,5 - muito satisfeito,4 - satisfeito,
-17.55860241,-50.63287326,2022-11-26 10:19:29.905280,Rua do Óleo ,Centro,15,"coletora, 40km/h",Asfaltada,Horizontal/Chão|Placa Trânsito,Calçamento Baixo Conforto|Sem Acessibilidade,Sim,Sim|Obstáculo|Canteiro Inadequado,Sem Sistema,Masculino,Outro município de Goiás,60 ou mais,Branca,Casado(a)/União Estável,Científico/Médio,Não,Família,Não,Alugada,Aposentado,Outra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Redes Sociais|Whatsapp,Feira/Comércio|Igreja/Culto,Faculdade|Habitação|Hospital,Exames/Remédio,Lago/Rio|Parque/Praça|Pista de Caminhada,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Preservação,Torneira/Rede pública,Nunca falta,Carro,5 - muito satisfeito,5 - muito satisfeito,
-17.55774606,-50.63409802,2022-11-26 11:04:11.902310,Rua Onze de Abril ,Centro,43,"coletora, 40km/h",Asfaltada,Horizontal/Chão|logradouro/Rua|Placa Trânsito,Calçamento Baixo Conforto|Obstáculo|Sem Acessibilidade,Sim,Sim|Obstáculo|Canteiro Inadequado|Necessidade de poda,Sem Sistema,Masculino,Santo Antônio da Barra,50 a 59,Branca,Casado(a)/União Estável,Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Outro,Própia,Comércio/Prestação de serviços/Construção Civil,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Carro de Som,Bares/Restaurantes|Feira/Comércio,emprego,Alimentação balanceada,Academia pública|Parque/Praça|Pista de Caminhada,Separa seco e orgânico|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Sombra,Torneira/Rede pública,Falta na estação seca,Carro,4 - satisfeito,4 - satisfeito,
-17.557784,-50.63414994,2022-11-26 11:15:01.917538,Rua Onze de Abril,Centro,43,"coletora, 40km/h",Asfaltada,Horizontal/Chão|logradouro/Rua|Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim|Obstáculo|Conforto Ambiental|Necessidade de poda,Sem Sistema,Feminino,Município de outro Estado,60 ou mais,Não Declarado,Separado(a),Científico/Médio,Não,Sozinho(a),Cachorro,Própia,Aposentado,Outra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Carro de Som,Feira/Comércio,emprego,Exames/Remédio,Lago/Rio,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Embeleza a cidade|Sombra,Torneira/Rede pública,Nunca falta,A pé|Carro,5 - muito satisfeito,4 - satisfeito,
-17.55866498,-50.63089098,2022-11-26 14:03:43.919762,Rua Cinco de Março ,Setor Boa Vista,25,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento Baixo Conforto|Obstáculo|Sem Acessibilidade,Sim,Sim|Canteiro Inadequado|Necessidade de poda,Sem Sistema,Feminino,Outro município de Goiás,30 a 39,Preta,Casado(a)/União Estável,Graduação,Não,Família,Cachorro,Alugada,Funcionário Público,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Whatsapp,Casa Família/Amigos,Cultura/Eventos|Reciclagem,Esporte,Academia pública,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Sombra,Torneira/Rede pública,Nunca falta,Carro,5 - muito satisfeito,5 - muito satisfeito,
-17.55845429,-50.63125808,2022-11-26 14:15:09.918960,Rua 5 de Março,Setor Boa Vista ,25,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim|Canteiro Inadequado|Conforto Ambiental|Necessidade de poda,Sem Sistema,Feminino,Santo Antônio da Barra,18 a 29,Parda,Solteiro(a),Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Cachorro,Própia,Estudante,Desempregado,Não tem,Televisão,Escola|Feira/Comércio|Praças/Parques,emprego,Exames/Remédio,Quadra de Esportes,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Sombra,Torneira/Rede pública,Nunca falta,Bicicleta,4 - satisfeito,5 - muito satisfeito,
